8,1,585896,56226,manga,2010-03-02 22:00:49.630623
8,2,9709449,56226,school,2010-03-02 22:00:54.000670
14,1,9429939,56226,painter,2010-03-02 22:00:58.656591
10,3,570557,56226,poet,2010-03-02 22:01:10.509934
12,0,2601751,32199,american,2010-03-02 22:07:21.126029
16,3,1027896,32199,human,2010-03-02 22:07:37.160662
11,2,3917434,32199,university,2010-03-02 22:07:50.120510
10,5,11477347,21362,protests,2010-03-02 22:07:53.176350
12,4,18464571,32199,navy,2010-03-02 22:08:04.173873
0,6,374182,21362,marie,2010-03-02 22:08:38.663389
28,6,349530,32199,common,2010-03-02 22:09:10.673114
11,9,14187369,21362,german,2010-03-02 22:09:18.240337
11,10,7151472,21362,mathematician,2010-03-02 22:09:31.732690
14,0,8139421,32402,music,2010-03-02 22:09:33.505570
14,0,8139421,32199,music,2010-03-02 22:09:39.895686
135,0,637732,21362,pop,2010-03-02 22:10:15.138525
51,13,585896,21362,dragon,2010-03-02 22:10:25.766371
7,9,1970126,21362,military,2010-03-02 22:11:09.543220
103,6,349530,21362,common,2010-03-02 22:11:19.384745
16,11,6971537,21362,russian,2010-03-02 22:11:51.578759
1,0,637732,21362,pop,2010-03-02 22:11:57.415247
12,8,14045729,21362,reaction,2010-03-02 22:12:08.658863
5,11,678280,21362,zealand,2010-03-02 22:12:15.186413
3,11,1543471,86476,aboriginal,2010-03-02 22:13:53.932001
33,0,349530,86476,dialects,2010-03-02 22:16:55.428203
13,7,15331657,86476,actress,2010-03-02 22:17:18.958521
3,7,3800968,44404,television,2010-03-02 22:33:57.870039
21,4,1858972,22644,temple,2010-03-02 22:35:38.829242
76,4,17246775,44404,construction,2010-03-02 22:35:42.269679
112,11,15089373,22644,thames,2010-03-02 22:36:36.976735
9,0,8139421,22644,engineers,2010-03-02 22:37:26.602683
8,11,2502990,22644,city,2010-03-02 22:37:47.273512
73,10,23617468,18041,interactive,2010-03-02 22:37:57.463098
54,3,14124062,80281,folklore,2010-03-02 22:38:11.899714
20,1,9429939,18041,artist,2010-03-02 22:38:18.721200
10,9,1928528,22644,organization,2010-03-02 22:38:29.601366
27,1,9429939,22644,paintings,2010-03-02 22:38:48.801094
25,1,678280,22644,banking,2010-03-02 22:39:28.176915
21,7,15120380,18041,politician,2010-03-02 22:39:29.732485
44,0,371352,44404,singer,2010-03-02 22:39:38.098447
103,1,5432485,18041,comic,2010-03-02 22:40:19.735235
137,5,17198171,22644,watch,2010-03-02 22:40:41.885766
46,9,18464571,18041,submarines,2010-03-02 22:41:01.175263
14,2,540110,80281,hockey,2010-03-02 22:41:07.914323
6,0,11032767,80281,band,2010-03-02 22:41:56.295363
3,3,1503653,26355,august,2010-03-02 22:42:15.709985
17,2,6011905,18041,holiday,2010-03-02 22:42:27.948538
9,12,1970126,26355,vehicle,2010-03-02 22:42:28.771868
3,2,11755906,22644,center,2010-03-02 22:42:35.920496
42,7,13431738,26355,party,2010-03-02 22:42:43.938636
5,7,15439159,22644,film,2010-03-02 22:42:50.412892
79,4,14087702,26355,city,2010-03-02 22:43:01.029988
4,7,11804735,44404,mayor,2010-03-02 22:43:06.728107
58,12,17198171,26355,video,2010-03-02 22:44:14.844708
14,2,3917434,26355,history,2010-03-02 22:44:23.406082
7,2,14056613,26355,mathematical,2010-03-02 22:44:31.501188
13,7,11543585,18041,representative,2010-03-02 22:45:37.335753
80,9,3783361,80281,administration,2010-03-02 22:46:14.894373
24,3,540110,26355,hockey,2010-03-02 22:46:15.618647
11,9,13939434,44404,navy,2010-03-02 22:46:40.506437
7,14,13431738,18041,chilean,2010-03-02 22:47:01.327333
25,1,658701,8724,poet,2010-03-02 22:48:10.921527
