7,2,16591946,12345,baron,2010-03-02 09:12:41.314549
11,3,3644983,12345,school,2010-03-02 09:12:47.844251
13,5,3457815,30255,knowledge,2010-03-02 09:20:34.054986
7,6,180683,30255,rail,2010-03-02 09:20:48.109830
2,7,4599988,15915,king,2010-03-02 09:21:12.889135
0,8,2207302,15915,gordon,2010-03-02 09:21:20.386839
12,1,11708861,15915,village,2010-03-02 09:21:31.043583
3,3,1202843,15915,university,2010-03-02 09:21:47.287209
9,9,22858322,15915,application,2010-03-02 09:21:58.514455
8,6,180683,15915,project,2010-03-02 09:22:04.365722
12,12,2428280,15915,businessman,2010-03-02 09:22:53.208824
2,13,6293491,15915,museum,2010-03-02 09:22:59.584560
26,12,2207302,15915,actor,2010-03-02 09:23:42.080022
9,10,6450617,15915,australian,2010-03-02 09:23:48.384381
119,12,2207302,15915,movie,2010-03-02 09:24:04.279060
130,2,1755222,15915,john,2010-03-02 09:24:24.509575
91,1,16067545,15915,village,2010-03-02 09:24:32.591985
9,10,16067545,15915,french,2010-03-02 09:24:40.210914
13,1,1449677,79667,navy,2010-03-02 09:26:01.728791
10,10,6685764,79667,american,2010-03-02 09:26:08.418156
7,9,1829145,79667,application,2010-03-02 09:26:15.579798
22,10,1194442,79667,england,2010-03-02 09:26:21.572955
15,7,2812343,79667,women,2010-03-02 09:26:40.355294
137,4,4596641,79667,statistics,2010-03-02 09:26:51.588588
8,12,22227701,79667,designer,2010-03-02 09:26:58.225256
67,10,1778867,79667,england,2010-03-02 09:27:06.803057
123,10,2207302,79667,china,2010-03-02 09:27:12.795288
23,7,2812343,79667,boy,2010-03-02 09:27:21.034901
134,1,4596641,79667,plant,2010-03-02 09:27:44.535286
0,10,1916085,79667,greek,2010-03-02 09:27:56.034324
2,11,1627427,79667,artillery,2010-03-02 09:28:00.461361
8,3,20546825,49768,writer,2010-03-02 09:29:20.217401
9,13,23031236,859,pennsylvania,2010-03-02 09:29:30.254088
1,8,1778867,859,william,2010-03-02 09:30:10.261198
50,0,1872760,859,late,2010-03-02 09:30:50.615944
8,3,4759280,49768,book,2010-03-02 09:32:06.079464
1,10,2305771,49768,carpenter,2010-03-02 09:32:22.127811
106,9,20546825,859,novels,2010-03-02 09:32:31.629226
120,6,1202843,859,campus,2010-03-02 09:32:46.131589
2,4,6783122,49768,israel,2010-03-02 09:32:52.268181
1,6,1194442,49768,huddersfield,2010-03-02 09:33:01.232178
12,1,1302003,49768,rhineland,2010-03-02 09:33:38.534647
8,1,1302003,78990,german,2010-03-02 09:33:46.957726
11,14,2511680,63,traditional,2010-03-02 09:34:05.149296
17,11,16591946,63,dynasty,2010-03-02 09:34:11.041304
13,5,1134768,63,writer,2010-03-02 09:34:16.189123
3,13,2526507,63,suburb,2010-03-02 09:34:27.343061
26,9,11440769,63,founders,2010-03-02 09:34:47.031552
3,3,4759280,49768,mutant,2010-03-02 09:34:56.742950
72,4,3603785,63,college,2010-03-02 09:35:01.198558
76,13,22858322,63,libraries,2010-03-02 09:35:09.954912
36,6,6696935,63,academy,2010-03-02 09:35:16.204509
75,11,404033,49768,nazi,2010-03-02 09:35:41.405625
11,10,2549883,63,brazilian,2010-03-02 09:35:45.641545
90,2,4168853,37107,soldier,2010-03-02 09:35:48.308739
90,3,4168853,37107,soldier,2010-03-02 09:35:48.460535
13,10,11440769,63,latin,2010-03-02 09:35:53.852949
12,5,1134768,49768,agricultural,2010-03-02 09:36:01.495557
108,1,6717166,63,light,2010-03-02 09:36:09.298223
1,10,3502490,49768,everett,2010-03-02 09:36:12.894863
52,1,16067545,63,islands,2010-03-02 09:36:17.075037
113,1,16489284,63,world,2010-03-02 09:36:21.895828
0,10,6786558,49768,donald,2010-03-02 09:36:39.017184
31,3,1627427,63,january,2010-03-02 09:36:39.843598
15,11,2311927,78990,punishment,2010-03-02 09:37:13.298875
6,10,2526507,31463,sydney,2010-03-02 09:37:30.301511
1,1,1052724,31463,island,2010-03-02 09:37:44.572553
0,7,2311927,31463,running,2010-03-02 09:37:50.908452
7,13,110797,31463,illinois,2010-03-02 09:38:01.028614
102,5,3457815,31463,knowledge,2010-03-02 09:38:19.859508
6,1,1052724,31463,ocean,2010-03-02 09:38:25.526646
11,12,20546825,31463,songwriter,2010-03-02 09:38:30.641340
14,10,2526507,31463,australia,2010-03-02 09:38:37.435931
2,10,1790454,56933,nuclear,2010-03-02 09:38:45.699514
43,10,4155174,31463,welsh,2010-03-02 09:38:49.798685
8,10,3502490,31463,florida,2010-03-02 09:39:17.190291
2,3,17268801,31463,system,2010-03-02 09:39:21.948517
12,12,6786558,31463,actor,2010-03-02 09:39:26.567061
7,12,22196293,78990,actor,2010-03-02 09:39:36.657157
37,8,6241381,31463,greg,2010-03-02 09:39:37.971703
2,4,14311866,30255,november,2010-03-02 09:40:35.682059
13,3,2549883,30255,team,2010-03-02 09:40:43.149616
12,3,2549883,56933,football,2010-03-02 09:40:45.009482
12,12,2549883,30255,football,2010-03-02 09:40:49.055247
0,2,22343988,30255,john,2010-03-02 09:40:52.758489
3,3,3457815,30255,study,2010-03-02 09:41:09.141197
